date,product,demand,price,stock,temperature,rainfall
2022-01-20,Potato,210.10000000000002,31.98115529294942,232,34.74071113582018,10.91831540329978
2022-01-20,Onion,136.4,14.682680657104235,175,33.76060020350078,16.739277484747475
2022-01-20,Apple,213.4,14.04490704491161,106,28.52182950093882,4.4515283514206105
2022-01-20,Banana,204.60000000000002,42.87440237161425,221,22.93209643384051,10.266523373847857
2022-01-21,Tomato,145.20000000000002,33.25221668907129,208,27.412842941337818,16.25599134515005
2022-01-21,Potato,132.0,49.44004255291483,231,27.00436493400627,14.163623911663997
2022-01-21,Onion,74.80000000000001,41.08587663709747,281,34.101687285933195,4.9744830886057585
2022-01-21,Apple,74.80000000000001,14.447899292246053,294,25.073643477462774,8.104041735628343
2022-01-21,Banana,192.50000000000003,12.252131027273494,299,22.350524935542097,12.984206042321272
2022-01-22,Tomato,55.00000000000001,37.241577083876365,191,39.24345096949084,7.497411590474082
2022-01-22,Potato,178.20000000000002,13.315652867734169,260,24.47191677038905,19.264450788812226
2022-01-22,Onion,102.30000000000001,49.11602675017083,272,20.863198239011524,17.822862273961423
2022-01-22,Apple,183.70000000000002,46.98573320894384,263,31.077085688026415,19.38605071238198
2022-01-22,Banana,214.50000000000003,16.648617276370118,148,33.914973779692346,9.090821295355465
2022-01-23,Tomato,182.60000000000002,37.87700223455259,102,38.02316020981978,0.9089276068291574
2022-01-23,Potato,67.10000000000001,48.34809629631385,115,37.80527567781833,9.11313505571426
2022-01-23,Onion,182.60000000000002,21.095247319245306,191,32.936967233374475,7.765367679797444
2022-01-23,Apple,119.9,33.34624447403488,200,39.487896153323334,19.72421488959206
2022-01-23,Banana,213.4,21.19054028675783,256,22.663702504474994,1.524007591983263
2022-01-24,Tomato,201.3,47.99199653167696,296,32.2683039187158,8.364860725812377
2022-01-24,Potato,115.50000000000001,45.06645943703171,208,23.29668522274002,8.225102331707381
2022-01-24,Onion,183.70000000000002,42.422133231273314,276,27.534779398758815,14.991565999521441
2022-01-24,Apple,148.5,43.16656882826058,276,36.76657409422276,9.373863195899405
2022-01-24,Banana,162.8,15.354084752025328,248,21.127509933018544,17.294447525101063
2022-01-25,Tomato,158.4,39.99642997879887,102,31.10863411205255,15.37974830361021
2022-01-25,Potato,145.20000000000002,19.893924069727905,177,24.100906570130498,5.028848790235969
2022-01-25,Onion,58.300000000000004,19.14571222013851,212,35.139982643444576,0.9379293558243984
2022-01-25,Apple,158.4,14.54230368798516,253,29.963303732917858,9.524213935780283
2022-01-25,Banana,57.2,30.806540044479735,111,36.32771470426125,19.359475308796462
2022-01-26,Tomato,116.60000000000001,33.598235885505446,146,28.410715573301502,15.69336527888619
2022-01-26,Potato,210.10000000000002,38.16319072396894,278,38.063021173532526,12.345274241945841
2022-01-26,Onion,95.7,34.323513981675404,181,27.844880901994646,8.749498440474582
2022-01-26,Apple,111.10000000000001,31.89785227596446,178,27.930855646425403,12.44173400455747
2022-01-26,Banana,110.00000000000001,37.90567485973853,128,22.941469618580758,18.53175250322989
2022-01-27,Tomato,135.3,40.756709652615896,183,29.182715124765224,19.600651505709543
2022-01-27,Potato,112.2,23.89653632901657,225,32.668017086334515,4.802912375563862
2022-01-27,Onion,180.4,31.490536668562804,250,22.56091677915545,3.038053870245887
2022-01-27,Apple,183.70000000000002,37.90670294787727,231,23.637601687982897,6.913345666477264
2022-01-27,Banana,159.5,28.958465610514892,192,39.46220698540209,12.038707910819204
2022-01-28,Tomato,110.00000000000001,11.634744650659155,104,26.901652556447736,6.95238428965367
2022-01-28,Potato,78.10000000000001,13.548101350282224,100,30.68847007465046,7.119829685439722
2022-01-28,Onion,104.50000000000001,24.57079444192302,177,26.60199026620311,6.4316552936005795
2022-01-28,Apple,82.5,41.976415956361706,220,33.75569434192166,10.233140270945224
2022-01-28,Banana,171.60000000000002,46.83489602127253,160,20.05190048767293,17.366022140711735
2022-01-29,Tomato,62.7,39.93038761534633,279,24.186986466734204,7.40944205582764
2022-01-29,Potato,69.30000000000001,34.73019086121184,177,29.25069432266296,14.94941876267513
2022-01-29,Onion,69.30000000000001,15.909563676249068,214,34.26699171769105,17.904136753743987
2022-01-29,Apple,171.60000000000002,31.284539410612627,117,28.948247336469095,10.652345329100463
2022-01-29,Banana,70.4,14.194766661299237,218,27.545683262092453,0.40142395555452737
2022-01-30,Tomato,72.60000000000001,18.457920279861785,225,22.395242636385024,17.8105456147979
2022-01-30,Potato,81.4,37.164092765779586,166,32.97645680583152,9.591642035085004
2022-01-30,Onion,176.0,39.472899015796514,210,34.908789483686604,8.633190924593588
2022-01-30,Apple,145.20000000000002,25.150905038051576,200,27.2616459279727,12.918344826632024
2022-01-30,Banana,118.80000000000001,49.460609951719185,220,24.74453583471989,2.035649452408075
2022-01-31,Tomato,130.9,19.838309135380324,103,37.016350356722924,1.7577524908028774
2022-01-31,Potato,157.3,16.93494381179019,154,36.846280705963636,1.0327095574902567
2022-01-31,Onion,88.0,26.41587307958646,135,39.94511069536789,17.932205259480416
2022-01-31,Apple,136.4,44.62028503575921,233,39.50134325890285,9.81497558517569
2022-01-31,Banana,122.10000000000001,47.17503956510343,178,30.70073464089821,9.53238968252824
2022-02-01,Tomato,102.30000000000001,18.203102405978363,253,26.473584728084873,8.508728772328336
2022-02-01,Potato,75.9,19.696389296603208,146,34.14460191288889,15.355590028856776
2022-02-01,Onion,95.7,33.24952885690449,238,38.64028684513868,6.412843843190286
2022-02-01,Apple,57.2,12.072941472897076,277,29.085359444381993,10.972062358763065
2022-02-01,Banana,205.70000000000002,49.59840929559781,112,33.691430957596666,1.7573622248531362
2022-02-02,Tomato,123.20000000000002,37.26010888895717,116,22.333921282833625,9.463324021037845
2022-02-02,Potato,95.7,26.473636565890743,193,22.133985002268723,17.014549200329093
2022-02-02,Onion,139.70000000000002,47.317522683998185,236,24.100036201064746,7.584571699276008
2022-02-02,Apple,55.00000000000001,39.64482597160236,249,20.961892879281756,15.630289635028298
2022-02-02,Banana,66.0,41.81069247439561,113,35.990742618390314,16.502653533855945
2022-02-03,Tomato,59.400000000000006,19.42766984259999,177,30.461308495382386,7.176609682470049
2022-02-03,Potato,100.10000000000001,25.697804296905417,139,29.038972025980783,14.27564909710652
2022-02-03,Onion,89.10000000000001,28.507191426784257,265,30.79562123829266,8.77489350776678
2022-02-03,Apple,213.4,45.982982930982736,293,30.871057222279774,18.12944221929094
2022-02-03,Banana,96.80000000000001,14.675921628334564,233,26.656315718249687,14.61098273618603
2022-02-04,Tomato,100.10000000000001,15.570882906535491,114,37.572582307468764,9.908472528079313
2022-02-04,Potato,95.7,40.096124801552904,254,34.87892585145354,0.6706486947155876
2022-02-04,Onion,148.5,38.56256328894457,104,37.53531273523499,6.841634974318149
2022-02-04,Apple,95.7,31.459254059383788,146,36.92904583469036,2.5497732466396483
2022-02-04,Banana,70.4,41.89181463118214,104,29.727149639912156,8.179103541709864
2022-02-05,Tomato,196.9,10.48812289272178,214,33.878968889342005,10.854488866951923
2022-02-05,Potato,101.2,33.961174591093055,247,23.631954336028514,18.169011226672566
2022-02-05,Onion,95.7,19.09403932119948,122,29.240116072882653,18.945666792236306
2022-02-05,Apple,207.9,46.474096353718586,203,30.11777357768932,12.229084708692957
2022-02-05,Banana,176.0,39.043823442496034,270,38.64236564967224,11.30266367178418
2022-02-06,Tomato,128.70000000000002,41.60338548496347,136,34.14477268626797,3.050780858285227
2022-02-06,Potato,155.10000000000002,24.97741478881688,236,28.48261342604772,14.728884712494457
2022-02-06,Onion,97.9,43.61758527921692,110,29.016787428082644,2.264760916815105
2022-02-06,Apple,217.8,16.62082041469159,263,22.493253624065336,18.416837652347446
2022-02-06,Banana,123.20000000000002,22.457770561825647,214,31.825508714898586,7.980054077402605
2022-02-07,Tomato,112.2,23.407889665836038,279,35.755797774289846,12.07443063460278
2022-02-07,Potato,92.4,25.926747743637733,124,37.27036281225914,18.459204635969698
2022-02-07,Onion,202.4,23.87812807584911,261,38.369094498786026,11.741364482731345
2022-02-07,Apple,172.70000000000002,46.50997851516515,281,23.527739730124466,9.967355454789594
2022-02-07,Banana,150.70000000000002,22.458926845310295,128,31.61176700556087,12.645285758390607
2022-02-08,Tomato,179.3,36.541494880668424,298,39.51082631365513,9.17977976034026
2022-02-08,Potato,216.70000000000002,26.58496494908095,162,39.93748503691894,10.043900206624851
2022-02-08,Onion,55.00000000000001,22.397477050744435,278,24.198111861911716,17.961085788814273
2022-02-08,Apple,89.10000000000001,28.729273137655174,148,20.730993356961896,9.441338902199984
2022-02-08,Banana,74.80000000000001,12.628345577134095,177,34.28118399579657,10.552954602895717
2022-02-09,Tomato,178.20000000000002,26.03052243501304,265,35.307125621324815,2.0596295866263103
2022-02-09,Potato,62.7,44.47142484054069,202,35.06492441494902,5.446037094405989
2022-02-09,Onion,174.9,31.06313866637175,186,39.57862871231922,16.79577718913141
2022-02-09,Apple,202.4,36.356957676406054,164,31.034451905186796,5.077771280866086
2022-02-09,Banana,133.10000000000002,14.164343279382955,166,37.74920965027006,11.134431695667322
2022-02-10,Tomato,62.7,13.977655710373806,195,39.77457563910886,12.063948043539591
2022-02-10,Potato,104.50000000000001,43.208794582679666,295,38.888194511545464,2.8216369755542714
2022-02-10,Onion,210.10000000000002,21.72590921044053,275,21.738500299006986,12.66481549821921
2022-02-10,Apple,147.4,11.061288154952788,224,37.52888151750588,12.858511272285064
2022-02-10,Banana,144.10000000000002,45.706868443078996,146,32.495225420865026,6.717317142996702
2022-02-11,Tomato,196.9,24.52236848780362,218,25.361272816457525,12.48297815698268
2022-02-11,Potato,204.60000000000002,27.445061165412667,271,24.390210501619173,19.490945303977398
2022-02-11,Onion,172.70000000000002,15.604527030658101,257,29.748623964990273,17.89104453788183
2022-02-11,Apple,194.70000000000002,17.28428555286333,213,20.44938616640235,5.373547187698922
2022-02-11,Banana,97.9,37.95383412643618,124,25.157753708664046,2.7871214814564826
2022-02-12,Tomato,58.300000000000004,15.291048445013216,128,23.43358571696607,5.446146530387379
2022-02-12,Potato,136.4,42.903355036466955,227,22.355021657802823,11.530329510285071
2022-02-12,Onion,91.30000000000001,32.167120100631735,252,29.94929787959781,14.404051632645915
2022-02-12,Apple,182.60000000000002,10.439833146339218,126,38.0003728369621,17.477801551250305
2022-02-12,Banana,161.70000000000002,34.020674417346136,152,23.507425572468993,18.288238918499196
2022-02-13,Tomato,188.10000000000002,26.881442382027494,229,23.32566737512159,14.76067232852741
2022-02-13,Potato,110.00000000000001,13.613478423104315,214,24.90698219362642,7.785912280839531
2022-02-13,Onion,97.9,27.487735854289742,263,34.380918103684905,5.942434312463501
2022-02-13,Apple,113.30000000000001,29.042016087963987,210,39.081738730792665,2.7000255484241387
2022-02-13,Banana,115.50000000000001,18.59761514363027,135,30.796855578163868,3.2402775578316922
2022-02-14,Tomato,143.0,29.854649888049455,208,23.093442817664723,12.466651018099814
2022-02-14,Potato,134.20000000000002,13.00551126943235,116,28.255871012135046,14.098510993779062
2022-02-14,Onion,168.3,27.39309354414985,138,21.51866820739244,1.5553068815791415
2022-02-14,Apple,172.70000000000002,37.78785883417707,201,31.804613337381742,7.2194779388005355
2022-02-14,Banana,102.30000000000001,42.297210072670445,148,22.736372618379228,19.00474707641605
2022-02-15,Tomato,114.4,30.852026696542776,111,30.838018947567164,17.458916717528165
2022-02-15,Potato,62.7,35.55797541337047,180,33.175667334214346,13.84553129035705
2022-02-15,Onion,81.4,46.134552505441,111,24.424188836392045,19.75336015993294
2022-02-15,Apple,173.8,36.79669858200157,131,34.11150345031377,18.504966348313317
2022-02-15,Banana,82.5,32.717809222105174,234,20.678919571715976,13.948405344936798
2022-02-16,Tomato,204.60000000000002,17.703961111425215,171,39.42116490330736,18.885329782268677
2022-02-16,Potato,144.10000000000002,39.80258192480882,215,36.8909879707014,6.382009464865113
2022-02-16,Onion,167.20000000000002,11.480305388619705,258,27.29394498914612,11.21354388007028
2022-02-16,Apple,103.4,13.078128065168366,136,30.605302652698004,8.820643234963232
2022-02-16,Banana,172.70000000000002,32.89711037733863,219,30.789825847506744,15.814463296779271
2022-02-17,Tomato,209.00000000000003,35.03565505748036,115,28.536341133097288,17.53330755724899
2022-02-17,Potato,114.4,28.477714023023502,133,20.425388217007743,17.49403345368399
2022-02-17,Onion,209.00000000000003,25.35855559678903,195,35.97566471547331,19.95868221066675
2022-02-17,Apple,85.80000000000001,40.68753155724508,161,29.597512406078177,12.550109264367402
2022-02-17,Banana,187.00000000000003,40.73093655458073,252,26.72740927656844,10.450383832690463
2022-02-18,Tomato,125.4,19.55108583073209,102,29.34621533075305,5.940057529097644
2022-02-18,Potato,128.70000000000002,38.62213260936968,136,20.84186379272724,0.3574786946682762
2022-02-18,Onion,134.20000000000002,14.378703947164606,220,33.5929456538614,4.365077757301283
2022-02-18,Apple,94.60000000000001,41.453800576622086,270,31.771084579464908,19.646610301601633
2022-02-18,Banana,123.20000000000002,47.78928089165641,110,38.07447934350541,19.783698196267178
2022-02-19,Tomato,111.10000000000001,12.599456379315761,171,38.85463548270251,12.99293297984737
2022-02-19,Potato,182.60000000000002,43.22570071002498,209,24.61339623435517,3.5305606401101652
2022-02-19,Onion,57.2,43.04822783175864,104,21.156853531267927,19.382052602816227
2022-02-19,Apple,63.800000000000004,47.11009132780852,221,30.500630017205363,5.204667359030546
2022-02-19,Banana,144.10000000000002,37.84082472215169,102,36.31666249981235,4.488811436733213
2022-02-20,Tomato,185.9,39.914864163689145,188,31.858798696834064,11.601724156756223
2022-02-20,Potato,161.70000000000002,28.29728391094829,283,25.312000851774123,2.5902984256560835
2022-02-20,Onion,204.60000000000002,11.77506654132947,175,20.7084473683709,6.58102730739742
2022-02-20,Apple,81.4,32.034294824365574,286,25.627819211550538,5.052981879217702
2022-02-20,Banana,95.7,20.39015135041305,232,20.975671633463463,10.652050388015242
2022-02-21,Tomato,94.60000000000001,18.80732807799245,127,21.522617189806002,17.024138280975375
2022-02-21,Potato,97.9,45.31625076549845,161,31.84815569319035,16.493619318502983
2022-02-21,Onion,115.50000000000001,36.484480404262584,139,31.314639279915824,5.3405654033884264
2022-02-21,Apple,60.50000000000001,30.850412487216595,179,33.16903669316851,17.011634581884838
2022-02-21,Banana,118.80000000000001,16.416004213202882,112,36.74026656727344,13.949429233385672
2022-02-22,Tomato,163.9,34.74445512860737,265,23.784430795700118,17.632742655407004
2022-02-22,Potato,103.4,44.87374110980928,130,36.516335011295254,2.577397349468904
2022-02-22,Onion,171.60000000000002,19.14500646099694,138,23.215197920966165,16.359340482381242
2022-02-22,Apple,138.60000000000002,30.298709350433448,138,23.86265729174586,1.681964489359693
2022-02-22,Banana,178.20000000000002,32.39377249235318,203,25.196071621283195,12.680114061992228
2022-02-23,Tomato,150.70000000000002,42.74717681999367,169,25.666858965311633,0.3685543747643494
2022-02-23,Potato,123.20000000000002,25.686048457807864,178,38.64056211020035,2.050194559813585
2022-02-23,Onion,216.70000000000002,37.51542889203253,167,26.019271338936324,14.163441772905632
2022-02-23,Apple,218.9,38.34288018410518,217,26.917661139059135,12.418310355349542
2022-02-23,Banana,108.9,49.60593491002588,274,39.377557105713834,14.993036634858495
2022-02-24,Tomato,191.4,25.344490416224872,128,20.442471030579945,6.4722043829908245
2022-02-24,Potato,140.8,42.75142573428375,157,20.020589596912668,3.1787656655351304
2022-02-24,Onion,85.80000000000001,47.77214539831319,198,29.02774048659351,3.2724764238333837
2022-02-24,Apple,184.8,43.03683063199586,174,24.41539225577521,1.647620912316854
2022-02-24,Banana,146.3,36.18044857124541,126,37.36108645064586,19.264733068802638
2022-02-25,Tomato,155.10000000000002,39.25080267894742,146,28.394546338522446,12.77051895328171
2022-02-25,Potato,60.50000000000001,40.40376313752389,296,39.67955295919656,8.18668012630086
2022-02-25,Onion,190.3,38.97690690456468,261,24.262094080501665,0.6226816576902272
2022-02-25,Apple,81.4,38.596961608089906,117,37.28716499679274,9.464198133831143
2022-02-25,Banana,133.10000000000002,16.36982953117058,244,21.823289808123832,3.0731607632222535
2022-02-26,Tomato,83.60000000000001,43.79132912467551,298,32.52440643262831,2.6248975536477515
2022-02-26,Potato,80.30000000000001,46.83391391262747,230,23.709177493533087,9.241945815313212
2022-02-26,Onion,72.60000000000001,34.29225793050685,183,28.606117897989254,4.010494534006734
2022-02-26,Apple,123.20000000000002,36.06077867209059,216,31.80527877771245,8.664934979433113
2022-02-26,Banana,124.30000000000001,28.20880596327205,171,29.2919719327162,13.609132527186505
2022-02-27,Tomato,144.10000000000002,29.19755338868494,194,34.437752558538705,13.139677151289861
2022-02-27,Potato,90.2,48.10594552154868,268,20.792376506967145,9.610138945156578
2022-02-27,Onion,150.70000000000002,15.836882961405818,175,39.73325186534293,2.8499108580302646
2022-02-27,Apple,141.9,29.29425526206366,191,34.04929941088208,11.192973669738283
2022-02-27,Banana,160.60000000000002,30.708465735388458,132,37.650669716392,1.6501706888084255
2022-02-28,Tomato,138.60000000000002,13.14313988620083,249,26.441894044386707,19.549327726295715
2022-02-28,Potato,152.9,37.578598765490625,242,24.0030048848962,3.349651645181395
2022-02-28,Onion,107.80000000000001,48.061998974213076,160,34.129514529738024,0.6317228965128407
2022-02-28,Apple,60.50000000000001,34.66418327449896,259,25.976717726746276,18.70403630598919
2022-02-28,Banana,133.10000000000002,38.56347728529711,161,35.66845451883229,12.24515971762316
2022-03-01,Tomato,211.2,13.204593855387007,183,31.06002905183917,11.949517252638602
2022-03-01,Potato,85.2,28.092731380732005,102,20.815082121849457,3.2799896197899447
2022-03-01,Onion,75.6,13.265199281223584,111,24.94206468020293,3.190893602263767
2022-03-01,Apple,112.8,34.62968087768971,246,39.51730511638263,6.737915835422137
2022-03-01,Banana,222.0,44.87331115892485,152,33.17415551001752,9.96391432906278
2022-03-02,Tomato,157.2,10.834445571661524,249,26.646292507102178,10.84957271438735
2022-03-02,Potato,129.6,36.01302745387748,134,24.411222498446463,8.367995773353055
2022-03-02,Onion,175.2,43.61809625107734,148,37.36545010816761,14.543381395326161
2022-03-02,Apple,87.6,27.019733377923014,103,34.70700597331505,15.354477761335605
2022-03-02,Banana,118.8,44.681259844897944,195,31.761167561801585,0.5878889151301459
2022-03-03,Tomato,176.4,29.466757656988115,165,31.954471305117288,15.859121892112631
2022-03-03,Potato,105.6,21.073111889402064,214,25.6770905721729,7.183020593324629
2022-03-03,Onion,216.0,34.91866334253931,139,36.719961275624186,4.715841879184197
2022-03-03,Apple,90.0,38.63299858728354,186,32.65081066452612,7.456972743778689
2022-03-03,Banana,61.199999999999996,17.23907810837959,168,21.382655723732388,8.74330777633653
2022-03-04,Tomato,130.79999999999998,26.20083196321286,113,30.296347078593804,7.184667387995313
2022-03-04,Potato,214.79999999999998,13.81046031818505,244,27.821630733035214,19.38824644670575
2022-03-04,Onion,138.0,44.31945015690823,104,26.503801284493896,15.469462513732013
2022-03-04,Apple,112.8,19.481114284333447,130,24.72100926692928,1.4699349466002531
2022-03-04,Banana,75.6,23.235574519566878,192,26.740063528625726,16.57766731765219
2022-03-05,Tomato,60.0,27.977353408549508,107,32.3428997320806,14.135544337708916
2022-03-05,Potato,135.6,24.370029916649823,127,20.73342853867086,14.72804030131281
2022-03-05,Onion,117.6,43.76681795876789,143,28.92737293025171,17.28432355348338
2022-03-05,Apple,219.6,18.23364840147073,288,20.683755318783163,19.73385960714323
2022-03-05,Banana,103.2,47.464227691798456,128,32.80005933673827,4.4940235394536
2022-03-06,Tomato,129.6,22.64624419907002,278,20.831457181007842,2.9668640192417772
